molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,pchembl_value,assay_chembl_id,assay_description,assay_type,target_organism
CHEMBL35500,CCCCN(c1ccc(N2CCC(NC[C@H](O)c3ccc(O)c(NS(C)(=O)=O)c3)CC2)cc1)S(=O)(=O)CC(=O)O,EC50,5000.0,nM,5.30,CHEMBL821784,Increased cAMP levels of Chinese hamster ovary (CHO) cells expressing human beta 2 adrenergic receptors,F,Homo sapiens
CHEMBL276257,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1)c1ccc(I)cc1,IC50,120.0,nM,6.92,CHEMBL647874,Evaluated for its agonist activity and the binding affinity against human Beta-2 adrenergic receptor in membranes from chinese hamster ovary cell,B,Homo sapiens
CHEMBL304090,CCc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(N)nc3)cc2)cc1,IC50,110.0,nM,6.96,CHEMBL647874,Evaluated for its agonist activity and the binding affinity against human Beta-2 adrenergic receptor in membranes from chinese hamster ovary cell,B,Homo sapiens
CHEMBL32599,CS(=O)(=O)Nc1cc([C@@H](O)CNC2CCN(c3ccc(C(=O)N[C@@H](Cc4ccccc4)C(=O)O)cc3)CC2)ccc1O,EC50,1500.0,nM,5.82,CHEMBL821784,Increased cAMP levels of Chinese hamster ovary (CHO) cells expressing human beta 2 adrenergic receptors,F,Homo sapiens
CHEMBL286868,CCOC(=O)CNC(=O)c1ccc(N2CCC(NC[C@H](O)c3ccc(O)c(NS(C)(=O)=O)c3)CC2)cc1,EC50,3200.0,nM,5.50,CHEMBL821784,Increased cAMP levels of Chinese hamster ovary (CHO) cells expressing human beta 2 adrenergic receptors,F,Homo sapiens
CHEMBL68408,CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(N)nc3)cc2)cc1,IC50,640.0,nM,6.19,CHEMBL647874,Evaluated for its agonist activity and the binding affinity against human Beta-2 adrenergic receptor in membranes from chinese hamster ovary cell,B,Homo sapiens
CHEMBL64935,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2cccnc2)cc1)c1ccc(Br)cc1,IC50,230.0,nM,6.64,CHEMBL647874,Evaluated for its agonist activity and the binding affinity against human Beta-2 adrenergic receptor in membranes from chinese hamster ovary cell,B,Homo sapiens
CHEMBL65042,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2cccnc2)cc1)c1ccc(Cl)c(Cl)c1,IC50,360.0,nM,6.44,CHEMBL647874,Evaluated for its agonist activity and the binding affinity against human Beta-2 adrenergic receptor in membranes from chinese hamster ovary cell,B,Homo sapiens
CHEMBL68021,CCc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3cccnc3)cc2)cc1,IC50,94.0,nM,7.03,CHEMBL647874,Evaluated for its agonist activity and the binding affinity against human Beta-2 adrenergic receptor in membranes from chinese hamster ovary cell,B,Homo sapiens
CHEMBL442172,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2ccccc2)cc1)c1ccc(I)cc1,IC50,50.0,nM,7.30,CHEMBL647874,Evaluated for its agonist activity and the binding affinity against human Beta-2 adrenergic receptor in membranes from chinese hamster ovary cell,B,Homo sapiens
CHEMBL68334,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2cccnc2)cc1)c1cnc2ccccc2c1,IC50,490.0,nM,6.31,CHEMBL647874,Evaluated for its agonist activity and the binding affinity against human Beta-2 adrenergic receptor in membranes from chinese hamster ovary cell,B,Homo sapiens
CHEMBL64760,CC(C)c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(N)nc3)cc2)cc1,IC50,540.0,nM,6.27,CHEMBL647874,Evaluated for its agonist activity and the binding affinity against human Beta-2 adrenergic receptor in membranes from chinese hamster ovary cell,B,Homo sapiens
CHEMBL67015,CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3cccnc3)cc2)cc1,IC50,430.0,nM,6.37,CHEMBL647874,Evaluated for its agonist activity and the binding affinity against human Beta-2 adrenergic receptor in membranes from chinese hamster ovary cell,B,Homo sapiens
CHEMBL66964,COc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3cccnc3)cc2)cc1,IC50,520.0,nM,6.28,CHEMBL647874,Evaluated for its agonist activity and the binding affinity against human Beta-2 adrenergic receptor in membranes from chinese hamster ovary cell,B,Homo sapiens
CHEMBL66859,Nc1ccc(OC[C@@H](O)CNCCc2ccc(NS(=O)(=O)c3ccc(Cl)c(Cl)c3)cc2)cn1,IC50,380.0,nM,6.42,CHEMBL647874,Evaluated for its agonist activity and the binding affinity against human Beta-2 adrenergic receptor in membranes from chinese hamster ovary cell,B,Homo sapiens
CHEMBL36060,CC(C)(C)NC[C@H](O)COc1cccc2[nH]c(O)nc12,Ki,0.1,nM,10.00,CHEMBL822409,Inhibition of I-iodocyanopindolol binding to human beta 2 adrenergic receptors,B,Homo sapiens
CHEMBL32888,CS(=O)(=O)Nc1cc([C@@H](O)CNC2CCN(c3ccc(COCC(=O)O)cc3)CC2)ccc1O,EC50,6000.0,nM,5.22,CHEMBL821784,Increased cAMP levels of Chinese hamster ovary (CHO) cells expressing human beta 2 adrenergic receptors,F,Homo sapiens
CHEMBL284788,CS(=O)(=O)Nc1cc([C@@H](O)CNC2CCN(c3ccc(CCC(=O)O)cc3)CC2)ccc1O,EC50,4700.0,nM,5.33,CHEMBL821784,Increased cAMP levels of Chinese hamster ovary (CHO) cells expressing human beta 2 adrenergic receptors,F,Homo sapiens
CHEMBL294042,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2cccnc2)cc1)c1ccc(I)cc1,IC50,110.0,nM,6.96,CHEMBL647874,Evaluated for its agonist activity and the binding affinity against human Beta-2 adrenergic receptor in membranes from chinese hamster ovary cell,B,Homo sapiens
CHEMBL285713,CCCCCCc1ncc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)o1,IC50,1200.0,nM,5.92,CHEMBL647881,In vitro binding affinity at beta-2 adrenergic receptors in the presence of [125I]iodocyanopindolol.,B,Homo sapiens
CHEMBL39269,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2cnc(-c3ccccc3)o2)cc1,IC50,3500.0,nM,5.46,CHEMBL647881,In vitro binding affinity at beta-2 adrenergic receptors in the presence of [125I]iodocyanopindolol.,B,Homo sapiens
CHEMBL290053,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2coc(-c3ccc(C(F)(F)F)cc3)n2)cc1,IC50,1400.0,nM,5.85,CHEMBL647881,In vitro binding affinity at beta-2 adrenergic receptors in the presence of [125I]iodocyanopindolol.,B,Homo sapiens
CHEMBL38254,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2cnc(CCC3CCCC3)o2)cc1,IC50,1800.0,nM,5.75,CHEMBL647881,In vitro binding affinity at beta-2 adrenergic receptors in the presence of [125I]iodocyanopindolol.,B,Homo sapiens
CHEMBL38704,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2cnc(-c3ccc(F)c(F)c3)o2)cc1,IC50,3000.0,nM,5.52,CHEMBL647881,In vitro binding affinity at beta-2 adrenergic receptors in the presence of [125I]iodocyanopindolol.,B,Homo sapiens
CHEMBL40898,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2coc(-c3ccc(F)c(F)c3)n2)cc1,IC50,2200.0,nM,5.66,CHEMBL647881,In vitro binding affinity at beta-2 adrenergic receptors in the presence of [125I]iodocyanopindolol.,B,Homo sapiens
CHEMBL287947,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2cnc(CCCC3CCCC3)o2)cc1,IC50,320.0,nM,6.50,CHEMBL647881,In vitro binding affinity at beta-2 adrenergic receptors in the presence of [125I]iodocyanopindolol.,B,Homo sapiens
CHEMBL37512,Cc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)co1,IC50,30000.0,nM,4.52,CHEMBL647881,In vitro binding affinity at beta-2 adrenergic receptors in the presence of [125I]iodocyanopindolol.,B,Homo sapiens
CHEMBL287880,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2cnc(Cc3ccc(F)c(F)c3)o2)cc1,IC50,4700.0,nM,5.33,CHEMBL647881,In vitro binding affinity at beta-2 adrenergic receptors in the presence of [125I]iodocyanopindolol.,B,Homo sapiens
CHEMBL288418,Cc1ncc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)o1,IC50,3000.0,nM,5.52,CHEMBL647881,In vitro binding affinity at beta-2 adrenergic receptors in the presence of [125I]iodocyanopindolol.,B,Homo sapiens
CHEMBL38562,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2cnc(-c3ccc(F)cc3)o2)cc1,IC50,21000.0,nM,4.68,CHEMBL647881,In vitro binding affinity at beta-2 adrenergic receptors in the presence of [125I]iodocyanopindolol.,B,Homo sapiens
CHEMBL289689,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2coc(Cc3ccc(F)c(F)c3)n2)cc1,IC50,630.0,nM,6.20,CHEMBL647881,In vitro binding affinity at beta-2 adrenergic receptors in the presence of [125I]iodocyanopindolol.,B,Homo sapiens
CHEMBL37335,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2coc(COc3ccc(F)cc3)n2)cc1,IC50,9000.0,nM,5.05,CHEMBL647881,In vitro binding affinity at beta-2 adrenergic receptors in the presence of [125I]iodocyanopindolol.,B,Homo sapiens
CHEMBL290131,CCCCCCCCc1ncc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)o1,IC50,270.0,nM,6.57,CHEMBL647881,In vitro binding affinity at beta-2 adrenergic receptors in the presence of [125I]iodocyanopindolol.,B,Homo sapiens
CHEMBL288917,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2coc(CCC3CCCC3)n2)cc1,IC50,3700.0,nM,5.43,CHEMBL647881,In vitro binding affinity at beta-2 adrenergic receptors in the presence of [125I]iodocyanopindolol.,B,Homo sapiens
CHEMBL36101,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2cnc(CC3CCCC3)o2)cc1,IC50,2500.0,nM,5.60,CHEMBL647881,In vitro binding affinity at beta-2 adrenergic receptors in the presence of [125I]iodocyanopindolol.,B,Homo sapiens
CHEMBL38861,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2coc(COc3ccc(C(F)(F)F)cc3)n2)cc1,IC50,20000.0,nM,4.70,CHEMBL647881,In vitro binding affinity at beta-2 adrenergic receptors in the presence of [125I]iodocyanopindolol.,B,Homo sapiens
CHEMBL39577,CCCCCc1ncc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)o1,IC50,4000.0,nM,5.40,CHEMBL647881,In vitro binding affinity at beta-2 adrenergic receptors in the presence of [125I]iodocyanopindolol.,B,Homo sapiens
CHEMBL39804,CC(C)(C)CCCc1ncc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)o1,IC50,1000.0,nM,6.00,CHEMBL647881,In vitro binding affinity at beta-2 adrenergic receptors in the presence of [125I]iodocyanopindolol.,B,Homo sapiens
CHEMBL285520,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2coc(Cc3ccc(C(F)(F)F)cc3)n2)cc1,IC50,310.0,nM,6.51,CHEMBL647881,In vitro binding affinity at beta-2 adrenergic receptors in the presence of [125I]iodocyanopindolol.,B,Homo sapiens
CHEMBL36609,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2coc(COc3ccc(F)c(F)c3)n2)cc1,IC50,3500.0,nM,5.46,CHEMBL647881,In vitro binding affinity at beta-2 adrenergic receptors in the presence of [125I]iodocyanopindolol.,B,Homo sapiens
CHEMBL289316,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2cnc(Cc3cc(F)c(F)c(F)c3)o2)cc1,IC50,940.0,nM,6.03,CHEMBL647881,In vitro binding affinity at beta-2 adrenergic receptors in the presence of [125I]iodocyanopindolol.,B,Homo sapiens
CHEMBL418234,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2coc(Cc3ccc(F)cc3)n2)cc1,IC50,3300.0,nM,5.48,CHEMBL647881,In vitro binding affinity at beta-2 adrenergic receptors in the presence of [125I]iodocyanopindolol.,B,Homo sapiens
CHEMBL25133,CC(Cc1c[nH]c2ccccc12)NCC(O)c1cccc(Cl)c1,EC50,23.0,nM,7.64,CHEMBL883250,Agonistic activity against human Beta-2 adrenergic receptor by measuring cAMP accumulation in CHO cells expressing beta3-AR,F,Homo sapiens
CHEMBL279260,C[C@H](Cc1c[nH]c2c(OCC(=O)O)cccc12)NC[C@H](O)c1cccc(Cl)c1,EC50,13.0,nM,7.89,CHEMBL883250,Agonistic activity against human Beta-2 adrenergic receptor by measuring cAMP accumulation in CHO cells expressing beta3-AR,F,Homo sapiens
CHEMBL26393,C[C@H](Cc1c[nH]c2ccccc12)NC[C@H](O)c1cccc(Cl)c1,EC50,25.0,nM,7.60,CHEMBL883250,Agonistic activity against human Beta-2 adrenergic receptor by measuring cAMP accumulation in CHO cells expressing beta3-AR,F,Homo sapiens
CHEMBL26183,COc1cccc2c(C[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)c[nH]c12,EC50,5.2,nM,8.28,CHEMBL883250,Agonistic activity against human Beta-2 adrenergic receptor by measuring cAMP accumulation in CHO cells expressing beta3-AR,F,Homo sapiens
CHEMBL39596,C[C@H](Cc1ccc(OCC(=O)NO)cc1)NC[C@H](O)c1cccc(Cl)c1,Ki,112.0,nM,6.95,CHEMBL652421,Ability to bind to human Beta-2 adrenergic receptor using membranes of stably transfected CHO cells,B,Homo sapiens
CHEMBL279931,C[C@H](Cc1c[nH]c2ccccc12)NC[C@@H](O)c1cccc(Cl)c1,EC50,330.0,nM,6.48,CHEMBL883250,Agonistic activity against human Beta-2 adrenergic receptor by measuring cAMP accumulation in CHO cells expressing beta3-AR,F,Homo sapiens
CHEMBL290752,C[C@H](Cc1ccc(OC(C(=O)O)C(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1,Ki,17100.0,nM,4.77,CHEMBL652421,Ability to bind to human Beta-2 adrenergic receptor using membranes of stably transfected CHO cells,B,Homo sapiens
CHEMBL40966,CC(C)OP(=O)(O)COc1ccc(C[C@@H](C)NC[C@H](O)c2cccc(Cl)c2)cc1,Ki,42600.0,nM,4.37,CHEMBL652421,Ability to bind to human Beta-2 adrenergic receptor using membranes of stably transfected CHO cells,B,Homo sapiens
CHEMBL38569,C[C@H](Cc1ccc(OCC(N)=O)cc1)NC[C@H](O)c1cccc(Cl)c1,Ki,170.0,nM,6.77,CHEMBL652421,Ability to bind to human Beta-2 adrenergic receptor using membranes of stably transfected CHO cells,B,Homo sapiens
CHEMBL38538,C[C@H](Cc1ccc(OCS(=O)(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1,Ki,2250.0,nM,5.65,CHEMBL652421,Ability to bind to human Beta-2 adrenergic receptor using membranes of stably transfected CHO cells,B,Homo sapiens
CHEMBL41113,C[C@H](Cc1ccc(OCCO)cc1)NC[C@H](O)c1cccc(Cl)c1,Ki,260.0,nM,6.58,CHEMBL652421,Ability to bind to human Beta-2 adrenergic receptor using membranes of stably transfected CHO cells,B,Homo sapiens
CHEMBL284782,C[C@H](Cc1ccc(OCC(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1,Ki,630.0,nM,6.20,CHEMBL652421,Ability to bind to human Beta-2 adrenergic receptor using membranes of stably transfected CHO cells,B,Homo sapiens
CHEMBL38486,COC(=O)COc1ccc(C[C@@H](C)NC[C@H](O)c2cccc(Cl)c2)cc1,Ki,3.2,nM,8.49,CHEMBL652421,Ability to bind to human Beta-2 adrenergic receptor using membranes of stably transfected CHO cells,B,Homo sapiens
CHEMBL39334,C[C@H](Cc1ccc(OCP(C)(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1,Ki,73700.0,nM,4.13,CHEMBL652421,Ability to bind to human Beta-2 adrenergic receptor using membranes of stably transfected CHO cells,B,Homo sapiens
CHEMBL41948,C[C@H](Cc1ccc(OCP(=O)(O)O)cc1)NC[C@H](O)c1cccc(Cl)c1,Ki,39700.0,nM,4.40,CHEMBL652421,Ability to bind to human Beta-2 adrenergic receptor using membranes of stably transfected CHO cells,B,Homo sapiens
CHEMBL318802,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc2ccccc2c1,IC50,1000.0,nM,6.00,CHEMBL647873,Beta-2 adrenergic receptor binding affinity in CHO cells expressing cloned human receptor in the presence of 125 I-iodocyanopindolol,B,Homo sapiens
CHEMBL104076,O=C(Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1)OCCc1ccccc1,IC50,820.0,nM,6.09,CHEMBL647873,Beta-2 adrenergic receptor binding affinity in CHO cells expressing cloned human receptor in the presence of 125 I-iodocyanopindolol,B,Homo sapiens
CHEMBL104222,CCCOC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,IC50,10000.0,nM,5.00,CHEMBL647873,Beta-2 adrenergic receptor binding affinity in CHO cells expressing cloned human receptor in the presence of 125 I-iodocyanopindolol,B,Homo sapiens
CHEMBL106487,CCCCC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,IC50,9000.0,nM,5.05,CHEMBL647873,Beta-2 adrenergic receptor binding affinity in CHO cells expressing cloned human receptor in the presence of 125 I-iodocyanopindolol,B,Homo sapiens
CHEMBL320228,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(Cl)cc1,IC50,10000.0,nM,5.00,CHEMBL647873,Beta-2 adrenergic receptor binding affinity in CHO cells expressing cloned human receptor in the presence of 125 I-iodocyanopindolol,B,Homo sapiens
CHEMBL106746,CNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,IC50,8000.0,nM,5.10,CHEMBL647873,Beta-2 adrenergic receptor binding affinity in CHO cells expressing cloned human receptor in the presence of 125 I-iodocyanopindolol,B,Homo sapiens
CHEMBL323113,CCCCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,IC50,410.0,nM,6.39,CHEMBL647873,Beta-2 adrenergic receptor binding affinity in CHO cells expressing cloned human receptor in the presence of 125 I-iodocyanopindolol,B,Homo sapiens
CHEMBL104377,CC(C)S(=O)(=O)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,IC50,50000.0,nM,4.30,CHEMBL647873,Beta-2 adrenergic receptor binding affinity in CHO cells expressing cloned human receptor in the presence of 125 I-iodocyanopindolol,B,Homo sapiens
CHEMBL104061,CCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,IC50,8000.0,nM,5.10,CHEMBL647873,Beta-2 adrenergic receptor binding affinity in CHO cells expressing cloned human receptor in the presence of 125 I-iodocyanopindolol,B,Homo sapiens
CHEMBL104193,O=C(NCCc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,IC50,200.0,nM,6.70,CHEMBL647873,Beta-2 adrenergic receptor binding affinity in CHO cells expressing cloned human receptor in the presence of 125 I-iodocyanopindolol,B,Homo sapiens
CHEMBL104981,CC(C)c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,IC50,6000.0,nM,5.22,CHEMBL647873,Beta-2 adrenergic receptor binding affinity in CHO cells expressing cloned human receptor in the presence of 125 I-iodocyanopindolol,B,Homo sapiens
CHEMBL318165,CCCCCCCC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,IC50,10000.0,nM,5.00,CHEMBL647873,Beta-2 adrenergic receptor binding affinity in CHO cells expressing cloned human receptor in the presence of 125 I-iodocyanopindolol,B,Homo sapiens
CHEMBL320138,O=C(CCCc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,IC50,2000.0,nM,5.70,CHEMBL647873,Beta-2 adrenergic receptor binding affinity in CHO cells expressing cloned human receptor in the presence of 125 I-iodocyanopindolol,B,Homo sapiens
CHEMBL104127,CS(=O)(=O)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,IC50,10000.0,nM,5.00,CHEMBL647873,Beta-2 adrenergic receptor binding affinity in CHO cells expressing cloned human receptor in the presence of 125 I-iodocyanopindolol,B,Homo sapiens
CHEMBL104551,O=S(=O)(CCc1ccccc1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,IC50,8000.0,nM,5.10,CHEMBL647873,Beta-2 adrenergic receptor binding affinity in CHO cells expressing cloned human receptor in the presence of 125 I-iodocyanopindolol,B,Homo sapiens
CHEMBL104180,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccccc1,IC50,8000.0,nM,5.10,CHEMBL647873,Beta-2 adrenergic receptor binding affinity in CHO cells expressing cloned human receptor in the presence of 125 I-iodocyanopindolol,B,Homo sapiens
CHEMBL105968,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(Br)cc1,IC50,5000.0,nM,5.30,CHEMBL647873,Beta-2 adrenergic receptor binding affinity in CHO cells expressing cloned human receptor in the presence of 125 I-iodocyanopindolol,B,Homo sapiens
CHEMBL64697,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(I)cc1,IC50,7000.0,nM,5.16,CHEMBL647873,Beta-2 adrenergic receptor binding affinity in CHO cells expressing cloned human receptor in the presence of 125 I-iodocyanopindolol,B,Homo sapiens
CHEMBL107681,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1cnc2ccccc2c1,IC50,1000.0,nM,6.00,CHEMBL647873,Beta-2 adrenergic receptor binding affinity in CHO cells expressing cloned human receptor in the presence of 125 I-iodocyanopindolol,B,Homo sapiens
CHEMBL263881,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,Ki,740.0,nM,6.13,CHEMBL652495,Binding affinity towards Beta-2 adrenergic receptor,B,Homo sapiens
CHEMBL343755,C[C@H]1C[C@H](C)N1C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,Ki,1100.0,nM,5.96,CHEMBL652495,Binding affinity towards Beta-2 adrenergic receptor,B,Homo sapiens
CHEMBL137781,C[C@@H]1C[C@H](C)N1C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,Ki,4610.0,nM,5.34,CHEMBL652494,Binding affinity against Beta-2 adrenergic receptor,B,Homo sapiens
CHEMBL25856,Oc1cc2c(cc1O)[C@H]1c3ccccc3CN[C@@H]1CC2,Ki,1200.0,nM,5.92,CHEMBL650896,Binding affinity against Beta-2 adrenergic receptor,B,Homo sapiens
CHEMBL153916,C[C@H](CNc1ccc(CNS(C)(=O)=O)cc1)NC[C@H](O)c1cccc(Cl)c1,EC50,5.012,nM,8.30,CHEMBL655820,Ability to cause cAMP accumulation in CHO cells expressing human beta-2 AR expressed as the negative logarithm of the molar drug concentration,F,Homo sapiens
CHEMBL347616,C[C@H](CNc1ccc(CC(=O)NS(=O)(=O)c2ccccc2)cc1)NC[C@H](O)c1cccc(Cl)c1,EC50,31.62,nM,7.50,CHEMBL655820,Ability to cause cAMP accumulation in CHO cells expressing human beta-2 AR expressed as the negative logarithm of the molar drug concentration,F,Homo sapiens
CHEMBL154036,C[C@H](CNc1cccc(CC(=O)O)c1)NC[C@H](O)c1cccc(Cl)c1,EC50,50.12,nM,7.30,CHEMBL655820,Ability to cause cAMP accumulation in CHO cells expressing human beta-2 AR expressed as the negative logarithm of the molar drug concentration,F,Homo sapiens
CHEMBL155092,C[C@H](CNc1ccc(C(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1,EC50,3162.28,nM,5.50,CHEMBL655820,Ability to cause cAMP accumulation in CHO cells expressing human beta-2 AR expressed as the negative logarithm of the molar drug concentration,F,Homo sapiens
CHEMBL347400,C[C@H](CNc1cccc(CCS(=O)(=O)NS(=O)(=O)c2ccccc2)c1)NC[C@H](O)c1cccc(Cl)c1,EC50,1000.0,nM,6.00,CHEMBL654954,"Activity against human beta 2 adrenergic receptor (AR), expressed in CHO cells",F,Homo sapiens
CHEMBL154906,C[C@H](CNc1cccc(CNC(=O)NS(=O)(=O)c2ccccc2)c1)NC[C@H](O)c1cccc(Cl)c1,EC50,251.19,nM,6.60,CHEMBL858099,"Concentration that causes 50% inhibition of human beta 2 adrenergic receptor (AR), expressed in CHO cells.",F,Homo sapiens
CHEMBL154370,Cc1ccc(CNC(=O)Cc2ccc(NC[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)cc2)cc1,EC50,1.0,nM,9.00,CHEMBL655820,Ability to cause cAMP accumulation in CHO cells expressing human beta-2 AR expressed as the negative logarithm of the molar drug concentration,F,Homo sapiens
CHEMBL154150,C[C@H](CNc1ccc(CC(=O)Nc2nccs2)cc1)NC[C@H](O)c1cccc(Cl)c1,EC50,7.943,nM,8.10,CHEMBL655820,Ability to cause cAMP accumulation in CHO cells expressing human beta-2 AR expressed as the negative logarithm of the molar drug concentration,F,Homo sapiens
CHEMBL157210,C[C@H](CNc1ccc(CC(=O)NS(C)(=O)=O)cc1)NC[C@H](O)c1cccc(Cl)c1,EC50,19.95,nM,7.70,CHEMBL655820,Ability to cause cAMP accumulation in CHO cells expressing human beta-2 AR expressed as the negative logarithm of the molar drug concentration,F,Homo sapiens
CHEMBL348269,Cc1ccc(S(=O)(=O)NCCc2ccc(NC[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)cc2)cc1,EC50,10.0,nM,8.00,CHEMBL655820,Ability to cause cAMP accumulation in CHO cells expressing human beta-2 AR expressed as the negative logarithm of the molar drug concentration,F,Homo sapiens
CHEMBL345304,CC(=O)NCc1ccc(NC[C@@H](C)NC[C@H](O)c2cccc(Cl)c2)cc1,EC50,3.162,nM,8.50,CHEMBL655820,Ability to cause cAMP accumulation in CHO cells expressing human beta-2 AR expressed as the negative logarithm of the molar drug concentration,F,Homo sapiens
CHEMBL152535,C[C@H](Cc1ccc(OCC(=O)[O-])cc1)NC[C@H](O)c1cccc(Cl)c1.[Na+],EC50,50.12,nM,7.30,CHEMBL655820,Ability to cause cAMP accumulation in CHO cells expressing human beta-2 AR expressed as the negative logarithm of the molar drug concentration,F,Homo sapiens
